Date,Open
18-03-2009,99.91
19-03-2009,101.91
20-03-2009,102.09
23-03-2009,102.71
24-03-2009,106.36
25-03-2009,107.58
26-03-2009,107.83
27-03-2009,108.23
30-03-2009,104.51
31-03-2009,105.45
01-04-2009,104.09
02-04-2009,110.145
03-04-2009,114.19
06-04-2009,114.94
07-04-2009,116.53
08-04-2009,115.43
09-04-2009,118.42
13-04-2009,120.01
14-04-2009,119.57
15-04-2009,117.2
16-04-2009,119.19
17-04-2009,121.18
20-04-2009,121.73
21-04-2009,118.89
22-04-2009,122.63
23-04-2009,126.62
24-04-2009,124.64
27-04-2009,122.9
28-04-2009,123.3501
29-04-2009,124.85
30-04-2009,126.22
01-05-2009,125.8
04-05-2009,128.24
05-05-2009,131.75
06-05-2009,133.33
07-05-2009,132.33
08-05-2009,129.04
11-05-2009,127.37
12-05-2009,129.56
13-05-2009,123.21
14-05-2009,119.78
15-05-2009,122.32
18-05-2009,123.73
19-05-2009,126.82
20-05-2009,127.63
21-05-2009,125.15
22-05-2009,124.05
26-05-2009,124.76
27-05-2009,131.78
28-05-2009,133.45
29-05-2009,135.39
01-06-2009,136.47
02-06-2009,138.99
03-06-2009,140
04-06-2009,140.13
05-06-2009,145.31
08-06-2009,143.82
09-06-2009,143.81
10-06-2009,142.28
11-06-2009,139.55
12-06-2009,138.81
15-06-2009,136.01
16-06-2009,136.66
17-06-2009,136.67
18-06-2009,136.11
19-06-2009,138.07
22-06-2009,140.67
23-06-2009,136.4
24-06-2009,135.42
25-06-2009,135.75
26-06-2009,139.79
29-06-2009,143.46
30-06-2009,142.58
01-07-2009,143.5
02-07-2009,141.25
06-07-2009,138.7
07-07-2009,138.48
08-07-2009,135.92
09-07-2009,137.76
10-07-2009,136.34
13-07-2009,139.54
14-07-2009,142.03
15-07-2009,145.04
16-07-2009,145.76
17-07-2009,149.08
20-07-2009,153.27
21-07-2009,153.29
22-07-2009,157.79
23-07-2009,156.63
24-07-2009,156.95
27-07-2009,160.17
28-07-2009,158.88
29-07-2009,158.9
30-07-2009,161.7
31-07-2009,162.9881
03-08-2009,165.21
04-08-2009,164.93
05-08-2009,165.75
06-08-2009,165.58
07-08-2009,165.49
10-08-2009,165.66
11-08-2009,163.69
12-08-2009,162.55
13-08-2009,166.65
14-08-2009,167.94
17-08-2009,163.55
18-08-2009,161.63
19-08-2009,162.75
20-08-2009,164.98
21-08-2009,167.65
24-08-2009,170.12
25-08-2009,169.4599
26-08-2009,168.92
27-08-2009,168.75
28-08-2009,172.27
31-08-2009,168.16
01-09-2009,167.99
02-09-2009,164.62
03-09-2009,166.44
04-09-2009,167.2757
08-09-2009,172.98
09-09-2009,172.78
10-09-2009,172.06
11-09-2009,172.91
14-09-2009,170.83
15-09-2009,174.04
16-09-2009,177.99
17-09-2009,181.98
18-09-2009,185.83
21-09-2009,184.29
22-09-2009,185.19
23-09-2009,185.4
24-09-2009,187.2
25-09-2009,182.01
28-09-2009,183.87
29-09-2009,186.73
30-09-2009,186.13
01-10-2009,185.35
02-10-2009,181.41
05-10-2009,186.2
06-10-2009,187.74
07-10-2009,189.76
08-10-2009,190.66
09-10-2009,188.97
12-10-2009,191.02
13-10-2009,190.63
14-10-2009,192.25
15-10-2009,189.63
16-10-2009,189.35
19-10-2009,187.85
20-10-2009,200.6
21-10-2009,199.52
22-10-2009,204.7
23-10-2009,205.7
26-10-2009,203.67
27-10-2009,201.66
28-10-2009,197.71
29-10-2009,195
30-10-2009,196.056
02-11-2009,189.8
03-11-2009,187.85
04-11-2009,190.73
05-11-2009,192.4
06-11-2009,192.51
09-11-2009,196.94
10-11-2009,201.02
11-11-2009,204.56
12-11-2009,203.14
13-11-2009,202.87
16-11-2009,205.48
17-11-2009,206.08
18-11-2009,206.54
19-11-2009,204.61
20-11-2009,199.15
23-11-2009,203
24-11-2009,205.33
25-11-2009,205.4
27-11-2009,199.22
30-11-2009,201.11
01-12-2009,202.24
02-12-2009,198.96
03-12-2009,197.42
04-12-2009,199.6995
07-12-2009,193.32
08-12-2009,189.36
09-12-2009,191.28
10-12-2009,199.5
11-12-2009,197.78
14-12-2009,195.37
15-12-2009,195.83
16-12-2009,195.1
17-12-2009,194.26
18-12-2009,193.17
21-12-2009,196.05
22-12-2009,199.44
23-12-2009,201.25
24-12-2009,203.55
28-12-2009,211.72
29-12-2009,212.63
30-12-2009,208.83
31-12-2009,213.13
04-01-2010,213.43
05-01-2010,214.6
06-01-2010,214.38
07-01-2010,211.75
08-01-2010,210.3
11-01-2010,212.8
12-01-2010,209.19
13-01-2010,207.87
14-01-2010,210.11
15-01-2010,210.93
19-01-2010,208.33
20-01-2010,214.91
21-01-2010,212.08
22-01-2010,206.78
25-01-2010,202.51
26-01-2010,205.95
27-01-2010,206.85
28-01-2010,204.93
29-01-2010,201.08
01-02-2010,192.37
02-02-2010,195.91
03-02-2010,195.17
04-02-2010,196.73
05-02-2010,192.625
08-02-2010,195.69
09-02-2010,196.42
10-02-2010,195.89
11-02-2010,194.88
12-02-2010,198.11
16-02-2010,201.94
17-02-2010,204.19
18-02-2010,201.63
19-02-2010,201.86
22-02-2010,202.34
23-02-2010,200
24-02-2010,198.23
25-02-2010,197.38
26-02-2010,202.38
01-03-2010,205.75
02-03-2010,209.93
03-03-2010,208.94
04-03-2010,209.28
05-03-2010,214.94
08-03-2010,220.01
09-03-2010,218.31
10-03-2010,223.8295
11-03-2010,223.91
12-03-2010,227.37
15-03-2010,225.38
16-03-2010,224.18
17-03-2010,224.9
18-03-2010,224.1
19-03-2010,224.79
22-03-2010,220.47
23-03-2010,225.64
24-03-2010,227.64
25-03-2010,230.458
26-03-2010,228.95
29-03-2010,233
30-03-2010,236.6027
31-03-2010,235.49
01-04-2010,237.49
05-04-2010,234.975
06-04-2010,238.2
07-04-2010,239.72
08-04-2010,240.44
09-04-2010,241.43
12-04-2010,242.2
13-04-2010,241.86
14-04-2010,245.28
15-04-2010,245.78
16-04-2010,248.57
19-04-2010,247.03
20-04-2010,248.54
21-04-2010,258.805
22-04-2010,258.24
23-04-2010,267.99
26-04-2010,271.88
27-04-2010,267.27
28-04-2010,263.25
29-04-2010,263.02
30-04-2010,269.31
03-05-2010,263.84
04-05-2010,262.89
05-05-2010,253.03
06-05-2010,253.83
07-05-2010,243.71
10-05-2010,250.25
11-05-2010,251.84
12-05-2010,259.245
13-05-2010,263.22
14-05-2010,255.165
17-05-2010,254.7
18-05-2010,256.98
19-05-2010,249.5
20-05-2010,241.88
21-05-2010,232.82
24-05-2010,247.28
25-05-2010,239.35
26-05-2010,250.08
27-05-2010,250.6
28-05-2010,259.3881
01-06-2010,259.69
02-06-2010,264.54
03-06-2010,265.18
04-06-2010,258.21
07-06-2010,258.29
08-06-2010,253.24
09-06-2010,251.47
10-06-2010,244.84
11-06-2010,248.225
14-06-2010,255.96
15-06-2010,255.64
16-06-2010,261.1
17-06-2010,270.6
18-06-2010,272.25
21-06-2010,277.69
22-06-2010,272.16
23-06-2010,274.58
24-06-2010,271
25-06-2010,270.06
28-06-2010,266.93
29-06-2010,264.1205
30-06-2010,256.71
01-07-2010,254.3
02-07-2010,250.49
06-07-2010,251
07-07-2010,250.49
08-07-2010,262.48
09-07-2010,256.89
12-07-2010,258.53
13-07-2010,256.32
14-07-2010,249.38
15-07-2010,248.23
16-07-2010,253.18
19-07-2010,249.88
20-07-2010,242.9
21-07-2010,265.09
22-07-2010,257.68
23-07-2010,257.09
26-07-2010,260
27-07-2010,260.87
28-07-2010,263.67
29-07-2010,260.71
30-07-2010,255.8925
02-08-2010,260.44
03-08-2010,261.01
04-08-2010,262.84
05-08-2010,261.73
06-08-2010,259.78
09-08-2010,261.48
10-08-2010,259.85
11-08-2010,255.4
12-08-2010,246.69
13-08-2010,251.65
16-08-2010,247.58
17-08-2010,250.08
18-08-2010,252.36
19-08-2010,252.84
20-08-2010,249.39
23-08-2010,251.79
24-08-2010,242.67
25-08-2010,238.04
26-08-2010,245.45
27-08-2010,241.75
30-08-2010,240.76
31-08-2010,241.85
01-09-2010,247.47
02-09-2010,251.2623
03-09-2010,255.09
07-09-2010,256.64
08-09-2010,259.78
09-09-2010,265.04
10-09-2010,263.19
13-09-2010,265.82
14-09-2010,266.21
15-09-2010,268.17
16-09-2010,270.24
17-09-2010,277.69
20-09-2010,276.08
21-09-2010,283.86
22-09-2010,282.71
23-09-2010,286.33
24-09-2010,292.1
27-09-2010,293.975
28-09-2010,291.77
29-09-2010,287.23
30-09-2010,289
01-10-2010,283.75
04-10-2010,281.6
05-10-2010,282
06-10-2010,289.59
07-10-2010,290.3362
08-10-2010,291.7129
11-10-2010,294.74
12-10-2010,295.41
13-10-2010,300.2
14-10-2010,301.69
15-10-2010,307.44
18-10-2010,318.47
19-10-2010,303.4
20-10-2010,309
21-10-2010,312.36
22-10-2010,309.07
25-10-2010,309.09
26-10-2010,306.87
27-10-2010,307.65
28-10-2010,307.95
29-10-2010,304.23
01-11-2010,302.22
02-11-2010,307
03-11-2010,311.37
04-11-2010,315.45
05-11-2010,317.99
08-11-2010,317.2
09-11-2010,321.05
10-11-2010,316.64
11-11-2010,315
12-11-2010,316
15-11-2010,308.46
16-11-2010,305.72
17-11-2010,301.2
18-11-2010,305.2
19-11-2010,307.97
22-11-2010,306.68
23-11-2010,310.45
24-11-2010,312
26-11-2010,313.74
29-11-2010,315.5
30-11-2010,313.54
01-12-2010,315.27
02-12-2010,317.53
03-12-2010,317.01
06-12-2010,318.64
07-12-2010,323.8
08-12-2010,319.63
09-12-2010,322.1317
10-12-2010,319.65
13-12-2010,324.37
14-12-2010,321.73
15-12-2010,320
16-12-2010,321.09
17-12-2010,321.63
20-12-2010,321.6
21-12-2010,323
22-12-2010,324.36
23-12-2010,325
27-12-2010,322.8519
28-12-2010,325.9102
29-12-2010,326.22
30-12-2010,325.48
31-12-2010,322.95
03-01-2011,325.64
04-01-2011,332.44
05-01-2011,329.55
06-01-2011,334.7194
07-01-2011,333.99
10-01-2011,338.83
11-01-2011,344.88
12-01-2011,343.25
13-01-2011,345.16
14-01-2011,345.89
18-01-2011,329.52
19-01-2011,348.35
20-01-2011,336.43
21-01-2011,333.77
24-01-2011,326.87
25-01-2011,336.33
26-01-2011,342.96
27-01-2011,343.78
28-01-2011,344.17
31-01-2011,335.8
01-02-2011,341.3
02-02-2011,344.45
03-02-2011,343.8
04-02-2011,343.64
07-02-2011,347.89
08-02-2011,353.68
09-02-2011,355.19
10-02-2011,357.39
11-02-2011,354.7526
14-02-2011,356.79
15-02-2011,359.19
16-02-2011,360.8
17-02-2011,357.25
18-02-2011,358.71
22-02-2011,342.15
23-02-2011,338.77
24-02-2011,344.02
25-02-2011,345.26
28-02-2011,351.24
01-03-2011,355.47
02-03-2011,349.96
03-03-2011,357.19
04-03-2011,360.07
07-03-2011,361.4
08-03-2011,354.91
09-03-2011,354.69
10-03-2011,349.12
11-03-2011,345.33
14-03-2011,353.18
15-03-2011,342.1
16-03-2011,342
17-03-2011,336.83
18-03-2011,337.13
21-03-2011,335.99
22-03-2011,342.56
23-03-2011,339.28
24-03-2011,341.85
25-03-2011,348.07
28-03-2011,353.15
29-03-2011,347.66
30-03-2011,350.64
31-03-2011,346.36
01-04-2011,351.11
04-04-2011,344.31
05-04-2011,336.99
06-04-2011,341.22
07-04-2011,338.1
08-04-2011,339.92
11-04-2011,334.06
12-04-2011,330.49
13-04-2011,335.02
14-04-2011,334.8
15-04-2011,333.3
18-04-2011,326.1
19-04-2011,333.1
20-04-2011,343.51
21-04-2011,355
25-04-2011,350.34
26-04-2011,353.62
27-04-2011,352.24
28-04-2011,346.19
29-04-2011,346.78
02-05-2011,349.74
03-05-2011,347.99
04-05-2011,348.26
05-05-2011,348.4
06-05-2011,349.69
09-05-2011,347.86
10-05-2011,348.89
11-05-2011,349.02
12-05-2011,346.12
13-05-2011,345.66
16-05-2011,339.2
17-05-2011,332
18-05-2011,336.47
19-05-2011,342.08
20-05-2011,339.56
23-05-2011,329.97
24-05-2011,335.5
25-05-2011,333.43
26-05-2011,335.97
27-05-2011,334.8
31-05-2011,341.1
01-06-2011,348.87
02-06-2011,346.5
03-06-2011,343.18
06-06-2011,344.84
07-06-2011,338.17
08-06-2011,331.78
09-06-2011,333.25
10-06-2011,330.55
13-06-2011,327.2
14-06-2011,330
15-06-2011,329.75
16-06-2011,326.9
17-06-2011,328.99
20-06-2011,317.355
21-06-2011,316.68
22-06-2011,325.16
23-06-2011,318.94
24-06-2011,331.37
27-06-2011,327.59
28-06-2011,333.65
29-06-2011,336.04
30-06-2011,334.7
01-07-2011,335.95
05-07-2011,343
06-07-2011,348.95
07-07-2011,354.67
08-07-2011,353.34
11-07-2011,356.34
12-07-2011,353.53
13-07-2011,358.33
14-07-2011,361.01
15-07-2011,361.17
18-07-2011,365.43
19-07-2011,378
20-07-2011,396.12
21-07-2011,386.95
22-07-2011,388.32
25-07-2011,390.35
26-07-2011,400
27-07-2011,400.59
28-07-2011,391.62
29-07-2011,387.64
01-08-2011,397.78
02-08-2011,397.65
03-08-2011,390.98
04-08-2011,389.41
05-08-2011,380.44
08-08-2011,361.69
09-08-2011,361.3
10-08-2011,371.15
11-08-2011,370.52
12-08-2011,378.07
15-08-2011,379.63
16-08-2011,381.52
17-08-2011,382.31
18-08-2011,370.84
19-08-2011,362.17
22-08-2011,364.51
23-08-2011,360.3
24-08-2011,373.47
25-08-2011,365.08
26-08-2011,371.17
29-08-2011,388.18
30-08-2011,388.25
31-08-2011,390.57
01-09-2011,385.82
02-09-2011,374.74
06-09-2011,367.37
07-09-2011,385.56
08-09-2011,382.4
09-09-2011,383.93
12-09-2011,375.89
13-09-2011,382.14
14-09-2011,387.02
15-09-2011,391.43
16-09-2011,395.54
19-09-2011,397
20-09-2011,415.25
21-09-2011,419.64
22-09-2011,401.03
23-09-2011,400.28
26-09-2011,399.86
27-09-2011,408.73
28-09-2011,400.19
29-09-2011,401.92
30-09-2011,387.12
03-10-2011,380.37
04-10-2011,374.57
05-10-2011,367.86
06-10-2011,373.33
07-10-2011,375.78
10-10-2011,379.09
11-10-2011,392.57
12-10-2011,407.34
13-10-2011,404.98
14-10-2011,416.83
17-10-2011,421.74
18-10-2011,421.76
19-10-2011,401.35
20-10-2011,400
21-10-2011,398.1
24-10-2011,396.18
25-10-2011,405.03
26-10-2011,401.76
27-10-2011,407.56
28-10-2011,403
31-10-2011,402.42
01-11-2011,397.41
02-11-2011,400.09
03-11-2011,399.07
04-11-2011,402.03
07-11-2011,399.91
08-11-2011,402.21
09-11-2011,396.97
10-11-2011,397.03
11-11-2011,386.61
14-11-2011,383.5201
15-11-2011,380.8
16-11-2011,389.25
17-11-2011,383.98
18-11-2011,378.92
21-11-2011,370.4
22-11-2011,371.02
23-11-2011,374.51
25-11-2011,368.42
28-11-2011,372.35
29-11-2011,375.84
30-11-2011,381.29
01-12-2011,382.54
02-12-2011,389.83
05-12-2011,393.49
06-12-2011,392.51
07-12-2011,389.93
08-12-2011,391.45
09-12-2011,392.85
12-12-2011,391.68
13-12-2011,393
14-12-2011,386.7
15-12-2011,383.33
16-12-2011,380.36
19-12-2011,382.47
20-12-2011,387.76
21-12-2011,396.69
22-12-2011,397
23-12-2011,399.69
27-12-2011,403.1
28-12-2011,406.89
29-12-2011,403.4
30-12-2011,403.51
03-01-2012,409.4
